"MAP_LABEL","GFE_ID","SYSTEM_SITE","GFE_TYPE","SPECIES_QUALIFIED","Y_LAT","X_LONGT","FAZ_ACRO","MAZ_ACRO","JAZ_ACRO","CU_NAME","CU_ACRO","CU_LAT","CU_LONGT","CU_TYPE","CU_INDEX","FULL_CU_IN","SBJ_ID","POP_ID","IS_INDICATOR","CMNTS","EFFECTIVE_DT","WATERSHED_CDE","FWA_WATERSHED_CDE","SPECIES","species_acronym_ncc","IndexId","coordinates_changed"
30,"846","PROTECTION POINT CREEK","Stream","CM",50.636163,-126.183287,"SC","SFj","SC+SFj","LOUGHBOROUGH","LOUGH",50.7249126940001,-125.270180244,"Current","6","CM-6",4,50836,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-558500-00000-00000-0000-0000-000-000-000-000-000-000","900-561276-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Chum","CM","CM_50836",FALSE
31,"833","READ CREEK","Stream","CM",50.536394,-125.779053,"SC","SFj","SC+SFj","LOUGHBOROUGH","LOUGH",50.7249126940001,-125.270180244,"Current","6","CM-6",4,50706,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-501200-00000-00000-0000-0000-000-000-000-000-000-000","900-504444-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Chum","CM","CM_50706",FALSE
32,"837","ROBBERS KNOB CREEK","Stream","CM",50.520939,-126.055279,"SC","SFj","SC+SFj","LOUGHBOROUGH","LOUGH",50.7249126940001,-125.270180244,"Current","6","CM-6",4,50746,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-524300-00000-00000-0000-0000-000-000-000-000-000-000","900-527134-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Chum","CM","CM_50746",FALSE
33,"835","SHOAL CREEK","Stream","CM",50.548327,-125.905221,"SC","SFj","SC+SFj","LOUGHBOROUGH","LOUGH",50.7249126940001,-125.270180244,"Current","6","CM-6",4,50726,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-519300-00000-00000-0000-0000-000-000-000-000-000-000","900-522310-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Chum","CM","CM_50726",FALSE
34,"1126","ST. AUBYN CREEK","Stream","CM",50.320553,-125.243194,"SC","SFj","SC+SFj","LOUGHBOROUGH","LOUGH",50.7249126940001,-125.270180244,"Current","6","CM-6",4,52766,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","905-377500-87100-00000-0000-0000-000-000-000-000-000-000","905-429697-845438-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Chum","CM","CM_52766",FALSE
35,"829","STAFFORD RIVER","Stream","CM",50.720195,-125.476337,"SC","SFj","SC+SFj","LOUGHBOROUGH","LOUGH",50.7249126940001,-125.270180244,"Current","6","CM-6",4,50666,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-471200-00000-00000-0000-0000-000-000-000-000-000-000","900-474796-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Chum","CM","CM_50666",FALSE
36,"1128","THURSTON BAY CREEK","Stream","CM",50.378448,-125.316817,"SC","SFj","SC+SFj","LOUGHBOROUGH","LOUGH",50.7249126940001,-125.270180244,"Current","6","CM-6",4,52786,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","905-377500-36200-00000-0000-0000-000-000-000-000-000-000","905-429697-345614-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Chum","CM","CM_52786",FALSE
37,"834","TUNA RIVER","Stream","CM",50.492705,-125.976799,"SC","SFj","SC+SFj","LOUGHBOROUGH","LOUGH",50.7249126940001,-125.270180244,"Current","6","CM-6",4,50716,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-510300-00000-00000-0000-0000-000-000-000-000-000-000","900-513545-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Chum","CM","CM_50716",FALSE
38,"1132","VILLAGE BAY CREEK","Stream","CM",50.165251,-125.187784,"SC","SFj","SC+SFj","LOUGHBOROUGH","LOUGH",50.7249126940001,-125.270180244,"Current","6","CM-6",4,52826,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","905-291000-76900-00000-0000-0000-000-000-000-000-000-000","905-405793-775537-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Chum","CM","CM_52826",FALSE
39,"1131","WAIATT BAY CREEK","Stream","CM",50.262401,-125.238102,"SC","SFj","SC+SFj","LOUGHBOROUGH","LOUGH",50.7249126940001,-125.270180244,"Current","6","CM-6",4,52816,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","905-291000-62900-00000-0000-0000-000-000-000-000-000-000","905-405793-629037-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Chum","CM","CM_52816",FALSE
40,"832","WORTLEY CREEK","Stream","CM",50.490418,-125.696927,"SC","SFj","SC+SFj","LOUGHBOROUGH","LOUGH",50.7249126940001,-125.270180244,"Current","6","CM-6",4,50696,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-492600-00000-00000-0000-0000-000-000-000-000-000-000","900-495964-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Chum","CM","CM_50696",FALSE
1,"1023","AALTANHASH RIVER","Stream","PKE",53.14656,-128.477473,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,50227,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-550600-00000-00000-0000-0000-000-000-000-000-000-000","910-543137-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_50227",FALSE
2,"2090","AIRPORT SIDE CHANNEL","Artificial Channel","PKE",52.391382,-126.586985,"BCD","HStr","BCD+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,3117,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-290700-00000-00000-0000-0000-000-000-000-000-000-000","910-275583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_3117",FALSE
3,"930","ALLARD CREEK","Stream","PKE",51.463397,-127.326452,"RSI","HStr","RSI+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,49771,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-110700-00000-00000-0000-0000-000-000-000-000-000-000","910-100320-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_49771",FALSE
4,"937","AMBACK CREEK","Stream","PKE",51.697475,-127.042914,"RSI","HStr","RSI+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51612,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-128800-22600-00000-0000-0000-000-000-000-000-000-000","910-118506-218911-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51612",FALSE
5,"1077","ANDERSON CREEK","Stream","PKE",54.015118,-128.68202,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,52397,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-673500-03300-00000-0000-0000-000-000-000-000-000-000","910-665607-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_52397",FALSE
6,"1027","ANGLER COVE CREEK","Stream","PKE",53.317046,-128.883592,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,50247,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-564100-00000-00000-0000-0000-000-000-000-000-000-000","910-556275-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_50247",FALSE
7,"1850","ARNOUP CREEK","Stream","PKE",52.972068,-128.676694,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,43872,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","915-488300-11100-00000-0000-0000-000-000-000-000-000-000","915-620970-098362-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_43872",FALSE
8,"939","ASHLULM CREEK","Stream","PKE",51.688648,-126.899221,"RSI","HStr","RSI+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51622,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-128800-39700-00000-0000-0000-000-000-000-000-000-000","910-118506-396333-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51622",FALSE
9,"964","ASSEEK RIVER","Stream","PKE",51.962454,-126.678604,"BCD","HStr","BCD+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51747,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-273700-00000-00000-0000-0000-000-000-000-000-000-000","910-258012-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51747",FALSE
10,"970","ATNARKO RIVER","Stream","PKE",52.376564,-126.094356,"BCD","HStr","BCD+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51782,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","14-AUG-13","910-290700-99900-00000-0000-0000-000-000-000-000-000-000","910-275583-999439-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51782",FALSE
11,"358","ATNARKO SPAWNING CHANNEL","Artificial Channel","PKE",52.358954,-126.049001,"BCD","HStr","BCD+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,45643,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-290700-99900-00000-0000-0000-000-000-000-000-000-000","910-275583-999439-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_45643",FALSE
12,"968","BELLA COOLA RIVER","Stream","PKE",52.390128,-126.777705,"BCD","HStr","BCD+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51769,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-290700-00000-00000-0000-0000-000-000-000-000-000-000","910-275583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51769",FALSE
13,"1012","BIG BAY CREEK","Stream","PKE",52.788719,-127.993456,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51992,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-503100-00000-00000-0000-0000-000-000-000-000-000-000","910-494224-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51992",FALSE
14,"1011","BIG CREEK","Stream","PKE",52.759867,-127.88551,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51987,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-500200-00000-00000-0000-0000-000-000-000-000-000-000","910-491224-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51987",FALSE
15,"1910","BIG TILLHORN CREEK","Stream","PKE",53.580734,-129.179397,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,44172,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","915-567300-19100-00000-0000-0000-000-000-000-000-000-000","915-685656-189254-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_44172",FALSE
16,"1080","BISH CREEK","Stream","PKE",53.923146,-128.738165,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,52412,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-677700-00000-00000-0000-0000-000-000-000-000-000-000","910-670931-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_52412",FALSE
17,"1016","BOLIN BAY CREEK","Stream","PKE",52.837341,-128.225158,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,52012,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-519700-00000-00000-0000-0000-000-000-000-000-000-000","910-511168-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_52012",FALSE
18,"1036","BRIM RIVER","Stream","PKE",53.511827,-128.365566,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,50292,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-632400-00000-00000-0000-0000-000-000-000-000-000-000","910-624006-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_50292",FALSE
19,"1849","BUIE CREEK","Stream","PKE",52.970834,-128.658555,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,43867,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","915-488300-10600-00000-0000-0000-000-000-000-000-000-000","915-620970-093739-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_43867",FALSE
20,"967","CAMP CREEK","Stream","PKE",52.181662,-126.861412,"BCD","HStr","BCD+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51762,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-281600-00000-00000-0000-0000-000-000-000-000-000-000","910-265984-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51762",FALSE
21,"1838","CANOONA RIVER","Stream","PKE",53.073326,-128.568263,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,42787,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","915-488300-84200-00000-0000-0000-000-000-000-000-000-000","915-620970-838586-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_42787",FALSE
22,"1017","CARTER RIVER","Stream","PKE",52.83918,-128.375395,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,52017,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-524600-00000-00000-0000-0000-000-000-000-000-000-000","910-516193-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_52017",FALSE
23,"983","CASCADE RIVER","Stream","PKE",52.608989,-127.626848,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51847,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-351200-12100-00000-0000-0000-000-000-000-000-000-000","910-336010-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51847",FALSE
24,"1071","CECIL CREEK","Stream","PKE",54.20047,-128.575975,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,52367,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-673500-30400-00000-0000-0000-000-000-000-000-000-000","910-665062-301715-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_52367",FALSE
25,"1072","CHIST CREEK","Stream","PKE",54.253085,-128.496543,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,52372,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-673500-41600-00000-0000-0000-000-000-000-000-000-000","910-665062-410884-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_52372",FALSE
26,"948","CHUCKWALLA RIVER","Stream","PKE",51.728037,-127.340776,"RSI","HStr","RSI+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51667,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-130900-04100-00000-0000-0000-000-000-000-000-000-000","910-121016-018183-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51667",FALSE
27,"2239","CLAYTON FALLS CREEK","Stream","PKE",52.371534,-126.815902,"BCD","HStr","BCD+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,3131,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-289600-00000-00000-0000-0000-000-000-000-000-000-000","910-273888-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_3131",FALSE
28,"949","CLYAK RIVER","Stream","PKE",51.868278,-127.351804,"RSI","HStr","RSI+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51672,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-141200-00000-00000-0000-0000-000-000-000-000-000-000","910-131496-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51672",FALSE
29,"1038","CRAB RIVER","Stream","PKE",53.566617,-128.764504,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,50302,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-644700-00000-00000-0000-0000-000-000-000-000-000-000","910-636378-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_50302",FALSE
30,"1045","DALA RIVER","Stream","PKE",53.848453,-128.514099,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,50337,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-661200-00000-00000-0000-0000-000-000-000-000-000-000","910-652931-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_50337",FALSE
31,"938","DALLERY CREEK","Stream","PKE",51.673428,-127.043298,"RSI","HStr","RSI+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51617,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-128800-23700-00000-0000-0000-000-000-000-000-000-000","910-118506-230455-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51617",FALSE
32,"1846","DALLY CREEK","Stream","PKE",52.88581,-128.66468,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,43827,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","915-488300-09100-00000-0000-0000-000-000-000-000-000-000","915-620970-077655-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_43827",FALSE
33,"975","DEAN RIVER","Stream","PKE",52.805232,-126.968625,"BCD","HStr","BCD+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51807,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-318700-00000-00000-0000-0000-000-000-000-000-000-000","910-302877-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51807",FALSE
34,"979","DEEP BAY CREEK","Stream","PKE",52.582489,-127.242859,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51827,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-336200-00000-00000-0000-0000-000-000-000-000-000-000","910-320475-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51827",FALSE
35,"914","DOCEE RIVER","Stream","PKE",51.232921,-127.338677,"RSI","HStr","RSI+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,49691,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-025600-00000-00000-0000-0000-000-000-000-000-000-000","910-020688-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_49691",FALSE
36,"1022","DOME CREEK","Stream","PKE",53.142942,-128.475081,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51247,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-550500-00000-00000-0000-0000-000-000-000-000-000-000","910-543031-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51247",FALSE
37,"928","DRANEY CREEK","Stream","PKE",51.4071,-127.252402,"RSI","HStr","RSI+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,49761,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-107200-00000-00000-0000-0000-000-000-000-000-000-000","910-097011-010815-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_49761",FALSE
38,"1836","DUTHIE CREEK","Stream","PKE",52.778746,-128.279703,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,42777,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","915-488000-34300-00000-0000-0000-000-000-000-000-000-000","915-619063-349885-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_42777",FALSE
39,"1042","EAGLE BAY CREEK","Stream","PKE",53.799212,-128.708891,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,50322,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-654500-00000-00000-0000-0000-000-000-000-000-000-000","910-646468-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_50322",FALSE
40,"1871","EAST ARM CREEK","Stream","PKE",53.158218,-128.893461,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,43977,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","915-488300-72600-00000-0000-0000-000-000-000-000-000-000","915-620970-720938-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_43977",FALSE
41,"984","ELCHO CREEK","Stream","PKE",52.400585,-127.539326,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,51852,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-361300-00000-00000-0000-0000-000-000-000-000-000-000","910-346442-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51852",FALSE
42,"1081","EMSLEY CREEK","Stream","PKE",53.902366,-128.794883,"NC","HStr","NC+HStr","HECATE STRAIT-FJORDS","HStr-Fj",52.95756522,-127.3135767,"Current","6","PKE-6",3,52417,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","910-679500-00000-00000-0000-0000-000-000-000-000-000-000","910-672824-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_52417",FALSE
