"","area","river","site","year","escapement","returns","recruits","survival"
"3935","12","SHOAL HARBOUR CREEK","58","2008",30,30.3030303030303,75.0941396749055,0.917545140440056
"3936","12","SHOAL HARBOUR CREEK","58","2009",134,136.734693877551,273.35838825271,0.712943911777542
"3937","12","SHOAL HARBOUR CREEK","58","2010",2,2.06185567010309,112.573307814985,4.03045745389122
"3938","12","SHOAL HARBOUR CREEK","58","2011",269,271.717171717172,182.147095462406,-0.389896802129981
"3939","12","SHOAL HARBOUR CREEK","58","2012",63,66.3157894736842,389.473445432131,1.82166096055444
"3940","12","SHOAL HARBOUR CREEK","58","2013",301,307.142857142857,NA,NA
"3941","12","SHOAL HARBOUR CREEK","58","2014",89,92.7083333333333,NA,NA
"3942","12","SHOAL HARBOUR CREEK","58","2015",236,247.911915805365,NA,NA
"3943","12","SHOAL HARBOUR CREEK","58","2016",332,355.877807935737,NA,NA
"3944","12","SHOAL HARBOUR CREEK","58","2017",29,31.1735116349897,NA,NA
"3945","12","SHOAL HARBOUR CREEK","59","1950",NA,NA,NA,NA
"3946","12","SHOAL HARBOUR CREEK","59","1951",NA,NA,NA,NA
"3947","12","SHOAL HARBOUR CREEK","59","1952",NA,NA,NA,NA
"3948","12","SHOAL HARBOUR CREEK","59","1953",NA,NA,NA,NA
"3949","12","SHOAL HARBOUR CREEK","59","1954",NA,NA,NA,NA
"3950","12","SHOAL HARBOUR CREEK","59","1955",NA,NA,NA,NA
"3951","12","SHOAL HARBOUR CREEK","59","1956",NA,NA,NA,NA
"3952","12","SHOAL HARBOUR CREEK","59","1957",NA,NA,NA,NA
"3953","12","SHOAL HARBOUR CREEK","59","1958",NA,NA,NA,NA
"3954","12","SHOAL HARBOUR CREEK","59","1959",NA,NA,NA,NA
"3955","12","SHOAL HARBOUR CREEK","59","1960",NA,NA,NA,NA
"3956","12","SHOAL HARBOUR CREEK","59","1961",NA,NA,NA,NA
"3957","12","SHOAL HARBOUR CREEK","59","1962",NA,NA,NA,NA
"3958","12","SHOAL HARBOUR CREEK","59","1963",NA,NA,NA,NA
"3959","12","SHOAL HARBOUR CREEK","59","1964",NA,NA,NA,NA
"3960","12","SHOAL HARBOUR CREEK","59","1965",NA,NA,NA,NA
"3961","12","SHOAL HARBOUR CREEK","59","1966",NA,NA,NA,NA
"3962","12","SHOAL HARBOUR CREEK","59","1967",NA,NA,NA,NA
"3963","12","SHOAL HARBOUR CREEK","59","1968",NA,NA,NA,NA
"3964","12","SHOAL HARBOUR CREEK","59","1969",NA,NA,NA,NA
"3965","12","SHOAL HARBOUR CREEK","59","1970",NA,NA,NA,NA
"3966","12","SHOAL HARBOUR CREEK","59","1971",NA,NA,NA,NA
"3967","12","SHOAL HARBOUR CREEK","59","1972",NA,NA,NA,NA
"3968","12","SHOAL HARBOUR CREEK","59","1973",NA,NA,NA,NA
"3969","12","SHOAL HARBOUR CREEK","59","1974",NA,NA,NA,NA
"3970","12","SHOAL HARBOUR CREEK","59","1975",NA,NA,NA,NA
"3971","12","SHOAL HARBOUR CREEK","59","1976",NA,NA,NA,NA
"3972","12","SHOAL HARBOUR CREEK","59","1977",NA,NA,NA,NA
"3973","12","SHOAL HARBOUR CREEK","59","1978",NA,NA,NA,NA
"3974","12","SHOAL HARBOUR CREEK","59","1979",NA,NA,NA,NA
"3975","12","SHOAL HARBOUR CREEK","59","1980",NA,NA,NA,NA
"3976","12","SHOAL HARBOUR CREEK","59","1981",NA,NA,NA,NA
"3977","12","SHOAL HARBOUR CREEK","59","1982",NA,NA,NA,NA
"3978","12","SHOAL HARBOUR CREEK","59","1983",NA,NA,NA,NA
"3979","12","SHOAL HARBOUR CREEK","59","1984",NA,NA,NA,NA
"3980","12","SHOAL HARBOUR CREEK","59","1985",NA,NA,NA,NA
"3981","12","SHOAL HARBOUR CREEK","59","1986",NA,NA,NA,NA
"3982","12","SHOAL HARBOUR CREEK","59","1987",NA,NA,NA,NA
"3983","12","SHOAL HARBOUR CREEK","59","1988",NA,NA,NA,NA
"3984","12","SHOAL HARBOUR CREEK","59","1989",NA,NA,NA,NA
"3985","12","SHOAL HARBOUR CREEK","59","1990",NA,NA,NA,NA
"3986","12","SHOAL HARBOUR CREEK","59","1991",NA,NA,NA,NA
"3987","12","SHOAL HARBOUR CREEK","59","1992",NA,NA,NA,NA
"3988","12","SHOAL HARBOUR CREEK","59","1993",NA,NA,NA,NA
"3989","12","SHOAL HARBOUR CREEK","59","1994",NA,NA,NA,NA
"3990","12","SHOAL HARBOUR CREEK","59","1995",NA,NA,NA,NA
"3991","12","SHOAL HARBOUR CREEK","59","1996",20,21.2765957446809,NA,NA
"3992","12","SHOAL HARBOUR CREEK","59","1997",NA,NA,NA,NA
"3993","12","SHOAL HARBOUR CREEK","59","1998",NA,NA,NA,NA
"3994","12","SHOAL HARBOUR CREEK","59","1999",NA,NA,NA,NA
"3995","12","SHOAL HARBOUR CREEK","59","2000",NA,NA,NA,NA
"3996","12","SHOAL HARBOUR CREEK","59","2001",NA,NA,NA,NA
"3997","12","SHOAL HARBOUR CREEK","59","2002",NA,NA,NA,NA
"3998","12","SHOAL HARBOUR CREEK","59","2003",NA,NA,NA,NA
"3999","12","SHOAL HARBOUR CREEK","59","2004",NA,NA,NA,NA
"4000","12","SHOAL HARBOUR CREEK","59","2005",NA,NA,NA,NA
"4001","12","SHOAL HARBOUR CREEK","59","2006",NA,NA,NA,NA
"4002","12","SHOAL HARBOUR CREEK","59","2007",NA,NA,NA,NA
"4003","12","SHOAL HARBOUR CREEK","59","2008",NA,NA,NA,NA
"4004","12","SHOAL HARBOUR CREEK","59","2009",NA,NA,NA,NA
"4005","12","SHOAL HARBOUR CREEK","59","2010",NA,NA,NA,NA
"4006","12","SHOAL HARBOUR CREEK","59","2011",NA,NA,NA,NA
"4007","12","SHOAL HARBOUR CREEK","59","2012",NA,NA,NA,NA
"4008","12","SHOAL HARBOUR CREEK","59","2013",NA,NA,NA,NA
"4009","12","SHOAL HARBOUR CREEK","59","2014",NA,NA,NA,NA
"4010","12","SHOAL HARBOUR CREEK","59","2015",NA,NA,NA,NA
"4011","12","SHOAL HARBOUR CREEK","59","2016",NA,NA,NA,NA
"4012","12","SHOAL HARBOUR CREEK","59","2017",NA,NA,NA,NA
"4013","12","SHUSHARTIE RIVER","60","1950",NA,NA,NA,NA
"4014","12","SHUSHARTIE RIVER","60","1951",NA,NA,597.844827586207,NA
"4015","12","SHUSHARTIE RIVER","60","1952",NA,NA,708.720930232558,NA
"4016","12","SHUSHARTIE RIVER","60","1953",NA,NA,778.527131782946,NA
"4017","12","SHUSHARTIE RIVER","60","1954",1500,1724.13793103448,1086.02970650258,-0.322936532916596
"4018","12","SHUSHARTIE RIVER","60","1955",200,227.272727272727,750.538619441153,1.32247374148423
"4019","12","SHUSHARTIE RIVER","60","1956",750,833.333333333333,296.057423622643,-0.929519772296471
"4020","12","SHUSHARTIE RIVER","60","1957",750,872.093023255814,379.846577932756,-0.680305777618005
"4021","12","SHUSHARTIE RIVER","60","1958",1500,1595.74468085106,NA,NA
"4022","12","SHUSHARTIE RIVER","60","1959",75,81.5217391304348,NA,NA
"4023","12","SHUSHARTIE RIVER","60","1960",400,439.56043956044,NA,NA
"4024","12","SHUSHARTIE RIVER","60","1961",200,224.719101123595,368.374767279107,0.610783442759658
"4025","12","SHUSHARTIE RIVER","60","1962",750,815.217391304348,NA,NA
"4026","12","SHUSHARTIE RIVER","60","1963",NA,NA,NA,NA
"4027","12","SHUSHARTIE RIVER","60","1964",400,444.444444444444,NA,NA
"4028","12","SHUSHARTIE RIVER","60","1965",400,421.052631578947,NA,NA
"4029","12","SHUSHARTIE RIVER","60","1966",400,404.040404040404,290.631669148949,-0.319407823420367
"4030","12","SHUSHARTIE RIVER","60","1967",NA,NA,NA,NA
"4031","12","SHUSHARTIE RIVER","60","1968",NA,NA,NA,NA
"4032","12","SHUSHARTIE RIVER","60","1969",200,212.765957446809,NA,NA
"4033","12","SHUSHARTIE RIVER","60","1970",200,210.526315789474,NA,NA
"4034","12","SHUSHARTIE RIVER","60","1971",25,28.0898876404494,NA,NA
"4035","12","SHUSHARTIE RIVER","60","1972",NA,NA,NA,NA
"4036","12","SHUSHARTIE RIVER","60","1973",NA,NA,NA,NA
"4037","12","SHUSHARTIE RIVER","60","1974",40,46.5116279069767,NA,NA
"4038","12","SHUSHARTIE RIVER","60","1975",NA,NA,NA,NA
"4039","12","SHUSHARTIE RIVER","60","1976",NA,NA,NA,NA
"4040","12","SHUSHARTIE RIVER","60","1977",NA,NA,NA,NA
"4041","12","SHUSHARTIE RIVER","60","1978",NA,NA,NA,NA
"4042","12","SHUSHARTIE RIVER","60","1979",NA,NA,NA,NA
"4043","12","SHUSHARTIE RIVER","60","1980",NA,NA,NA,NA
"4044","12","SHUSHARTIE RIVER","60","1981",NA,NA,NA,NA
"4045","12","SHUSHARTIE RIVER","60","1982",NA,NA,NA,NA
"4046","12","SHUSHARTIE RIVER","60","1983",NA,NA,NA,NA
"4047","12","SHUSHARTIE RIVER","60","1984",NA,NA,NA,NA
"4048","12","SHUSHARTIE RIVER","60","1985",NA,NA,NA,NA
"4049","12","SHUSHARTIE RIVER","60","1986",NA,NA,NA,NA
"4050","12","SHUSHARTIE RIVER","60","1987",NA,NA,NA,NA
"4051","12","SHUSHARTIE RIVER","60","1988",NA,NA,NA,NA
"4052","12","SHUSHARTIE RIVER","60","1989",NA,NA,NA,NA
"4053","12","SHUSHARTIE RIVER","60","1990",NA,NA,NA,NA
"4054","12","SHUSHARTIE RIVER","60","1991",NA,NA,NA,NA
"4055","12","SHUSHARTIE RIVER","60","1992",NA,NA,NA,NA
"4056","12","SHUSHARTIE RIVER","60","1993",NA,NA,NA,NA
"4057","12","SHUSHARTIE RIVER","60","1994",NA,NA,NA,NA
"4058","12","SHUSHARTIE RIVER","60","1995",NA,NA,NA,NA
"4059","12","SHUSHARTIE RIVER","60","1996",NA,NA,NA,NA
"4060","12","SHUSHARTIE RIVER","60","1997",35,36.8421052631579,NA,NA
"4061","12","SHUSHARTIE RIVER","60","1998",NA,NA,NA,NA
"4062","12","SHUSHARTIE RIVER","60","1999",NA,NA,NA,NA
"4063","12","SHUSHARTIE RIVER","60","2000",NA,NA,NA,NA
"4064","12","SHUSHARTIE RIVER","60","2001",NA,NA,NA,NA
"4065","12","SHUSHARTIE RIVER","60","2002",NA,NA,NA,NA
"4066","12","SHUSHARTIE RIVER","60","2003",NA,NA,NA,NA
"4067","12","SHUSHARTIE RIVER","60","2004",NA,NA,NA,NA
"4068","12","SHUSHARTIE RIVER","60","2005",NA,NA,NA,NA
"4069","12","SHUSHARTIE RIVER","60","2006",NA,NA,NA,NA
"4070","12","SHUSHARTIE RIVER","60","2007",NA,NA,NA,NA
"4071","12","SHUSHARTIE RIVER","60","2008",NA,NA,NA,NA
"4072","12","SHUSHARTIE RIVER","60","2009",NA,NA,NA,NA
"4073","12","SHUSHARTIE RIVER","60","2010",NA,NA,NA,NA
"4074","12","SHUSHARTIE RIVER","60","2011",NA,NA,NA,NA
"4075","12","SHUSHARTIE RIVER","60","2012",NA,NA,NA,NA
"4076","12","SHUSHARTIE RIVER","60","2013",NA,NA,NA,NA
"4077","12","SHUSHARTIE RIVER","60","2014",NA,NA,NA,NA
"4078","12","SHUSHARTIE RIVER","60","2015",NA,NA,NA,NA
"4079","12","SHUSHARTIE RIVER","60","2016",NA,NA,NA,NA
"4080","12","SHUSHARTIE RIVER","60","2017",NA,NA,NA,NA
"4081","12","SIM RIVER","61","1950",NA,NA,NA,NA
"4082","12","SIM RIVER","61","1951",NA,NA,1110.96982758621,NA
"4083","12","SIM RIVER","61","1952",NA,NA,1377.7761627907,NA
"4084","12","SIM RIVER","61","1953",1500,NA,670.658914728682,-0.804959703161225
"4085","12","SIM RIVER","61","1954",1500,1724.13793103448,2286.65771452493,0.42162613002307
"4086","12","SIM RIVER","61","1955",750,852.272727272727,4111.12194395592,1.70137804277262
"4087","12","SIM RIVER","61","1956",1500,1666.66666666667,3654.45306812033,0.890481334531327
"4088","12","SIM RIVER","61","1957",400,465.116279069767,4930.3314643249,2.51169695181162
"4089","12","SIM RIVER","61","1958",3500,3723.40425531915,597.152287236225,-1.76834607911632
"4090","12","SIM RIVER","61","1959",3500,3804.34782608696,1652.17398710631,-0.750670979870632
"4091","12","SIM RIVER","61","1960",3500,3846.15384615385,1176.67836398607,-1.09006744520303
"4092","12","SIM RIVER","61","1961",3500,3932.58426966292,NA,NA
"4093","12","SIM RIVER","61","1962",750,815.217391304348,NA,NA
"4094","12","SIM RIVER","61","1963",1500,1546.39175257732,NA,NA
"4095","12","SIM RIVER","61","1964",750,833.333333333333,190.924989632133,-1.36819258005926
"4096","12","SIM RIVER","61","1965",25,26.3157894736842,NA,NA
"4097","12","SIM RIVER","61","1966",NA,NA,NA,NA
"4098","12","SIM RIVER","61","1967",25,25.2525252525253,NA,NA
"4099","12","SIM RIVER","61","1968",200,210.526315789474,NA,NA
"4100","12","SIM RIVER","61","1969",25,26.5957446808511,NA,NA
"4101","12","SIM RIVER","61","1970",NA,NA,NA,NA
"4102","12","SIM RIVER","61","1971",NA,NA,NA,NA
"4103","12","SIM RIVER","61","1972",NA,NA,226.313449602943,NA
"4104","12","SIM RIVER","61","1973",NA,NA,NA,NA
"4105","12","SIM RIVER","61","1974",NA,NA,NA,NA
"4106","12","SIM RIVER","61","1975",75,77.319587628866,NA,NA
"4107","12","SIM RIVER","61","1976",200,217.391304347826,NA,NA
"4108","12","SIM RIVER","61","1977",30,33.3333333333333,NA,NA
"4109","12","SIM RIVER","61","1978",NA,NA,NA,NA
"4110","12","SIM RIVER","61","1979",NA,NA,NA,NA
"4111","12","SIM RIVER","61","1980",NA,NA,NA,NA
"4112","12","SIM RIVER","61","1981",NA,NA,NA,NA
"4113","12","SIM RIVER","61","1982",NA,NA,542.660566061073,NA
"4114","12","SIM RIVER","61","1983",NA,NA,393.380408337248,NA
"4115","12","SIM RIVER","61","1984",NA,NA,NA,NA
"4116","12","SIM RIVER","61","1985",10,10,NA,NA
"4117","12","SIM RIVER","61","1986",600,612.244897959184,NA,NA
"4118","12","SIM RIVER","61","1987",350,372.340425531915,NA,NA
"4119","12","SIM RIVER","61","1988",300,303.030303030303,NA,NA
"4120","12","SIM RIVER","61","1989",NA,NA,NA,NA
"4121","12","SIM RIVER","61","1990",275,295.698924731183,NA,NA
"4122","12","SIM RIVER","61","1991",NA,NA,NA,NA
"4123","12","SIM RIVER","61","1992",NA,NA,NA,NA
"4124","12","SIM RIVER","61","1993",NA,NA,NA,NA
"4125","12","SIM RIVER","61","1994",NA,NA,NA,NA
"4126","12","SIM RIVER","61","1995",NA,NA,NA,NA
"4127","12","SIM RIVER","61","1996",NA,NA,NA,NA
"4128","12","SIM RIVER","61","1997",NA,NA,NA,NA
"4129","12","SIM RIVER","61","1998",NA,NA,NA,NA
"4130","12","SIM RIVER","61","1999",NA,NA,NA,NA
"4131","12","SIM RIVER","61","2000",NA,NA,NA,NA
"4132","12","SIM RIVER","61","2001",NA,NA,NA,NA
"4133","12","SIM RIVER","61","2002",NA,NA,NA,NA
"4134","12","SIM RIVER","61","2003",NA,NA,NA,NA
"4135","12","SIM RIVER","61","2004",NA,NA,NA,NA
"4136","12","SIM RIVER","61","2005",NA,NA,NA,NA
"4137","12","SIM RIVER","61","2006",NA,NA,NA,NA
"4138","12","SIM RIVER","61","2007",NA,NA,NA,NA
"4139","12","SIM RIVER","61","2008",NA,NA,NA,NA
"4140","12","SIM RIVER","61","2009",NA,NA,NA,NA
"4141","12","SIM RIVER","61","2010",NA,NA,NA,NA
"4142","12","SIM RIVER","61","2011",NA,NA,NA,NA
"4143","12","SIM RIVER","61","2012",NA,NA,NA,NA
"4144","12","SIM RIVER","61","2013",NA,NA,NA,NA
"4145","12","SIM RIVER","61","2014",NA,NA,NA,NA
"4146","12","SIM RIVER","61","2015",NA,NA,NA,NA
"4147","12","SIM RIVER","61","2016",NA,NA,NA,NA
"4148","12","SIM RIVER","61","2017",NA,NA,NA,NA
"4149","12","SIMOOM SOUND CREEK","62","1950",NA,NA,NA,NA
"4150","12","SIMOOM SOUND CREEK","62","1951",NA,NA,453.758620689655,NA
"4151","12","SIMOOM SOUND CREEK","62","1952",NA,NA,447.651162790698,NA
"4152","12","SIMOOM SOUND CREEK","62","1953",750,NA,415.214470284238,-0.591278023927018
"4153","12","SIMOOM SOUND CREEK","62","1954",400,459.770114942529,NA,NA
"4154","12","SIMOOM SOUND CREEK","62","1955",400,454.545454545455,NA,NA
"4155","12","SIMOOM SOUND CREEK","62","1956",400,444.444444444444,NA,NA
"4156","12","SIMOOM SOUND CREEK","62","1957",400,465.116279069767,NA,NA
"4157","12","SIMOOM SOUND CREEK","62","1958",750,797.872340425532,NA,NA
"4158","12","SIMOOM SOUND CREEK","62","1959",NA,NA,NA,NA
"4159","12","SIMOOM SOUND CREEK","62","1960",NA,NA,NA,NA
"4160","12","SIMOOM SOUND CREEK","62","1961",400,449.438202247191,NA,NA
"4161","12","SIMOOM SOUND CREEK","62","1962",NA,NA,NA,NA
"4162","12","SIMOOM SOUND CREEK","62","1963",NA,NA,NA,NA
"4163","12","SIMOOM SOUND CREEK","62","1964",NA,NA,NA,NA
"4164","12","SIMOOM SOUND CREEK","62","1965",25,26.3157894736842,NA,NA
"4165","12","SIMOOM SOUND CREEK","62","1966",25,25.2525252525253,NA,NA
"4166","12","SIMOOM SOUND CREEK","62","1967",NA,NA,NA,NA
"4167","12","SIMOOM SOUND CREEK","62","1968",NA,NA,NA,NA
"4168","12","SIMOOM SOUND CREEK","62","1969",NA,NA,346.467169020719,NA
"4169","12","SIMOOM SOUND CREEK","62","1970",NA,NA,NA,NA
"4170","12","SIMOOM SOUND CREEK","62","1971",NA,NA,NA,NA
"4171","12","SIMOOM SOUND CREEK","62","1972",200,208.333333333333,NA,NA
"4172","12","SIMOOM SOUND CREEK","62","1973",300,337.078651685393,NA,NA
"4173","12","SIMOOM SOUND CREEK","62","1974",200,232.558139534884,NA,NA
"4174","12","SIMOOM SOUND CREEK","62","1975",NA,NA,NA,NA
"4175","12","SIMOOM SOUND CREEK","62","1976",NA,NA,NA,NA
"4176","12","SIMOOM SOUND CREEK","62","1977",NA,NA,NA,NA
"4177","12","SIMOOM SOUND CREEK","62","1978",NA,NA,NA,NA
"4178","12","SIMOOM SOUND CREEK","62","1979",NA,NA,NA,NA
"4179","12","SIMOOM SOUND CREEK","62","1980",NA,NA,NA,NA
"4180","12","SIMOOM SOUND CREEK","62","1981",NA,NA,NA,NA
"4181","12","SIMOOM SOUND CREEK","62","1982",NA,NA,29.5812997743053,NA
"4182","12","SIMOOM SOUND CREEK","62","1983",120,131.868131868132,NA,NA
"4183","12","SIMOOM SOUND CREEK","62","1984",NA,NA,NA,NA
"4184","12","SIMOOM SOUND CREEK","62","1985",35,35,NA,NA
"4185","12","SIMOOM SOUND CREEK","62","1986",20,20.4081632653061,NA,NA
"4186","12","SIMOOM SOUND CREEK","62","1987",2,2.12765957446809,NA,NA
"4187","12","SIMOOM SOUND CREEK","62","1988",NA,NA,NA,NA
"4188","12","SIMOOM SOUND CREEK","62","1989",NA,NA,NA,NA
"4189","12","SIMOOM SOUND CREEK","62","1990",NA,NA,NA,NA
"4190","12","SIMOOM SOUND CREEK","62","1991",NA,NA,NA,NA
"4191","12","SIMOOM SOUND CREEK","62","1992",22,22.680412371134,NA,NA
"4192","12","SIMOOM SOUND CREEK","62","1993",NA,NA,NA,NA
"4193","12","SIMOOM SOUND CREEK","62","1994",NA,NA,NA,NA
"4194","12","SIMOOM SOUND CREEK","62","1995",NA,NA,NA,NA
"4195","12","SIMOOM SOUND CREEK","62","1996",NA,NA,NA,NA
"4196","12","SIMOOM SOUND CREEK","62","1997",NA,NA,NA,NA
"4197","12","SIMOOM SOUND CREEK","62","1998",NA,NA,NA,NA
"4198","12","SIMOOM SOUND CREEK","62","1999",NA,NA,NA,NA
"4199","12","SIMOOM SOUND CREEK","62","2000",NA,NA,NA,NA
"4200","12","SIMOOM SOUND CREEK","62","2001",NA,NA,NA,NA
"4201","12","SIMOOM SOUND CREEK","62","2002",NA,NA,NA,NA
"4202","12","SIMOOM SOUND CREEK","62","2003",NA,NA,NA,NA
"4203","12","SIMOOM SOUND CREEK","62","2004",NA,NA,NA,NA
"4204","12","SIMOOM SOUND CREEK","62","2005",NA,NA,NA,NA
"4205","12","SIMOOM SOUND CREEK","62","2006",NA,NA,NA,NA
"4206","12","SIMOOM SOUND CREEK","62","2007",NA,NA,NA,NA
"4207","12","SIMOOM SOUND CREEK","62","2008",NA,NA,NA,NA
"4208","12","SIMOOM SOUND CREEK","62","2009",NA,NA,NA,NA
"4209","12","SIMOOM SOUND CREEK","62","2010",NA,NA,NA,NA
"4210","12","SIMOOM SOUND CREEK","62","2011",NA,NA,NA,NA
"4211","12","SIMOOM SOUND CREEK","62","2012",NA,NA,NA,NA
"4212","12","SIMOOM SOUND CREEK","62","2013",NA,NA,NA,NA
"4213","12","SIMOOM SOUND CREEK","62","2014",NA,NA,NA,NA
"4214","12","SIMOOM SOUND CREEK","62","2015",NA,NA,NA,NA
"4215","12","SIMOOM SOUND CREEK","62","2016",NA,NA,NA,NA
"4216","12","SIMOOM SOUND CREEK","62","2017",NA,NA,NA,NA
"4217","12","SONGHEES CREEK","63","1950",NA,NA,NA,NA
"4218","12","SONGHEES CREEK","63","1951",NA,NA,NA,NA
"4219","12","SONGHEES CREEK","63","1952",NA,NA,NA,NA
"4220","12","SONGHEES CREEK","63","1953",NA,NA,NA,NA
"4221","12","SONGHEES CREEK","63","1954",NA,NA,1004.00426601661,NA
"4222","12","SONGHEES CREEK","63","1955",NA,NA,836.21635149353,NA
"4223","12","SONGHEES CREEK","63","1956",NA,NA,208.825889606876,NA
"4224","12","SONGHEES CREEK","63","1957",400,465.116279069767,281.411918458317,-0.351645049172802
"4225","12","SONGHEES CREEK","63","1958",1500,1595.74468085106,NA,NA
"4226","12","SONGHEES CREEK","63","1959",200,217.391304347826,NA,NA
"4227","12","SONGHEES CREEK","63","1960",200,219.78021978022,NA,NA
"4228","12","SONGHEES CREEK","63","1961",200,224.719101123595,NA,NA
"4229","12","SONGHEES CREEK","63","1962",25,27.1739130434783,NA,NA
"4230","12","SONGHEES CREEK","63","1963",NA,NA,NA,NA
"4231","12","SONGHEES CREEK","63","1964",200,222.222222222222,NA,NA
"4232","12","SONGHEES CREEK","63","1965",NA,NA,NA,NA
"4233","12","SONGHEES CREEK","63","1966",NA,NA,NA,NA
"4234","12","SONGHEES CREEK","63","1967",NA,NA,NA,NA
"4235","12","SONGHEES CREEK","63","1968",NA,NA,NA,NA
"4236","12","SONGHEES CREEK","63","1969",NA,NA,NA,NA
"4237","12","SONGHEES CREEK","63","1970",25,26.3157894736842,NA,NA
"4238","12","SONGHEES CREEK","63","1971",NA,NA,NA,NA
"4239","12","SONGHEES CREEK","63","1972",NA,NA,NA,NA
"4240","12","SONGHEES CREEK","63","1973",NA,NA,NA,NA
"4241","12","SONGHEES CREEK","63","1974",NA,NA,NA,NA
"4242","12","SONGHEES CREEK","63","1975",NA,NA,NA,NA
"4243","12","SONGHEES CREEK","63","1976",NA,NA,NA,NA
"4244","12","SONGHEES CREEK","63","1977",NA,NA,NA,NA
"4245","12","SONGHEES CREEK","63","1978",NA,NA,NA,NA
"4246","12","SONGHEES CREEK","63","1979",NA,NA,NA,NA
"4247","12","SONGHEES CREEK","63","1980",NA,NA,NA,NA
"4248","12","SONGHEES CREEK","63","1981",NA,NA,NA,NA
"4249","12","SONGHEES CREEK","63","1982",NA,NA,NA,NA
"4250","12","SONGHEES CREEK","63","1983",NA,NA,NA,NA
"4251","12","SONGHEES CREEK","63","1984",NA,NA,NA,NA
"4252","12","SONGHEES CREEK","63","1985",NA,NA,NA,NA
"4253","12","SONGHEES CREEK","63","1986",NA,NA,NA,NA
"4254","12","SONGHEES CREEK","63","1987",NA,NA,NA,NA
"4255","12","SONGHEES CREEK","63","1988",NA,NA,NA,NA
"4256","12","SONGHEES CREEK","63","1989",NA,NA,NA,NA
"4257","12","SONGHEES CREEK","63","1990",NA,NA,NA,NA
"4258","12","SONGHEES CREEK","63","1991",NA,NA,NA,NA
"4259","12","SONGHEES CREEK","63","1992",NA,NA,NA,NA
"4260","12","SONGHEES CREEK","63","1993",NA,NA,NA,NA
"4261","12","SONGHEES CREEK","63","1994",NA,NA,NA,NA
"4262","12","SONGHEES CREEK","63","1995",40,43.4782608695652,NA,NA
"4263","12","SONGHEES CREEK","63","1996",NA,NA,NA,NA
"4264","12","SONGHEES CREEK","63","1997",175,184.210526315789,NA,NA
"4265","12","SONGHEES CREEK","63","1998",NA,NA,NA,NA
"4266","12","SONGHEES CREEK","63","1999",NA,NA,NA,NA
"4267","12","SONGHEES CREEK","63","2000",NA,NA,NA,NA
"4268","12","SONGHEES CREEK","63","2001",NA,NA,NA,NA
"4269","12","SONGHEES CREEK","63","2002",NA,NA,NA,NA
"4270","12","SONGHEES CREEK","63","2003",NA,NA,NA,NA
"4271","12","SONGHEES CREEK","63","2004",NA,NA,NA,NA
"4272","12","SONGHEES CREEK","63","2005",NA,NA,NA,NA
"4273","12","SONGHEES CREEK","63","2006",NA,NA,NA,NA
"4274","12","SONGHEES CREEK","63","2007",NA,NA,NA,NA
"4275","12","SONGHEES CREEK","63","2008",NA,NA,NA,NA
"4276","12","SONGHEES CREEK","63","2009",NA,NA,NA,NA
"4277","12","SONGHEES CREEK","63","2010",NA,NA,NA,NA
"4278","12","SONGHEES CREEK","63","2011",NA,NA,NA,NA
"4279","12","SONGHEES CREEK","63","2012",NA,NA,NA,NA
"4280","12","SONGHEES CREEK","63","2013",NA,NA,NA,NA
"4281","12","SONGHEES CREEK","63","2014",NA,NA,NA,NA
"4282","12","SONGHEES CREEK","63","2015",NA,NA,NA,NA
"4283","12","SONGHEES CREEK","63","2016",NA,NA,NA,NA
"4284","12","SONGHEES CREEK","63","2017",NA,NA,NA,NA
"4285","12","STRANBY RIVER","64","1950",NA,NA,NA,NA
"4286","12","STRANBY RIVER","64","1951",NA,NA,4931.30747126437,NA
"4287","12","STRANBY RIVER","64","1952",NA,NA,3916.9476744186,NA
"4288","12","STRANBY RIVER","64","1953",NA,NA,3633.12661498708,NA
"4289","12","STRANBY RIVER","64","1954",7500,8620.68965517241,NA,NA
"4290","12","STRANBY RIVER","64","1955",3500,3977.27272727273,NA,NA
"4291","12","STRANBY RIVER","64","1956",3500,3888.88888888889,NA,NA
"4292","12","STRANBY RIVER","64","1957",3500,4069.76744186047,NA,NA
"4293","12","STRANBY RIVER","64","1958",7500,7978.72340425532,NA,NA
"4294","12","STRANBY RIVER","64","1959",NA,NA,NA,NA
"4295","12","STRANBY RIVER","64","1960",NA,NA,NA,NA
"4296","12","STRANBY RIVER","64","1961",200,224.719101123595,NA,NA
"4297","12","STRANBY RIVER","64","1962",NA,NA,NA,NA
"4298","12","STRANBY RIVER","64","1963",NA,NA,NA,NA
"4299","12","STRANBY RIVER","64","1964",NA,NA,NA,NA
"4300","12","STRANBY RIVER","64","1965",NA,NA,NA,NA
"4301","12","STRANBY RIVER","64","1966",NA,NA,NA,NA
"4302","12","STRANBY RIVER","64","1967",NA,NA,NA,NA
"4303","12","STRANBY RIVER","64","1968",NA,NA,NA,NA
"4304","12","STRANBY RIVER","64","1969",NA,NA,NA,NA
"4305","12","STRANBY RIVER","64","1970",750,789.473684210526,NA,NA
"4306","12","STRANBY RIVER","64","1971",NA,NA,NA,NA
"4307","12","STRANBY RIVER","64","1972",NA,NA,NA,NA
"4308","12","STRANBY RIVER","64","1973",NA,NA,NA,NA
