"","Yr","Area","River","Spawners","Returns","Recruits","Expl","Survival"
"4448",1977,12,"ROBBERS KNOB CREEK",NA,NA,NA,NA,NA
"4449",1978,12,"ROBBERS KNOB CREEK",NA,NA,NA,NA,NA
"4450",1979,12,"ROBBERS KNOB CREEK",NA,NA,NA,NA,NA
"4451",1980,12,"ROBBERS KNOB CREEK",NA,NA,NA,NA,NA
"4452",1981,12,"ROBBERS KNOB CREEK",NA,NA,NA,NA,NA
"4453",1982,12,"ROBBERS KNOB CREEK",NA,NA,NA,NA,NA
"4454",1983,12,"ROBBERS KNOB CREEK",NA,NA,NA,0.866057834110302,NA
"4455",1984,12,"ROBBERS KNOB CREEK",NA,NA,NA,0.775693911882616,NA
"4456",1985,12,"ROBBERS KNOB CREEK",NA,NA,NA,0.804617873469269,NA
"4457",1986,12,"ROBBERS KNOB CREEK",NA,NA,NA,0.736636297568,NA
"4458",1987,12,"ROBBERS KNOB CREEK",NA,NA,NA,0.620278215303934,NA
"4459",1988,12,"ROBBERS KNOB CREEK",NA,NA,NA,0.662968422357177,NA
"4460",1989,12,"ROBBERS KNOB CREEK",NA,NA,NA,0.758563000132309,NA
"4461",1990,12,"ROBBERS KNOB CREEK",NA,NA,NA,0.551771761004763,NA
"4462",1991,12,"ROBBERS KNOB CREEK",NA,NA,NA,0.610236891943533,NA
"4463",1992,12,"ROBBERS KNOB CREEK",NA,NA,NA,0.846200576578609,NA
"4464",1993,12,"ROBBERS KNOB CREEK",NA,NA,NA,0.870616228783584,NA
"4465",1994,12,"ROBBERS KNOB CREEK",NA,NA,NA,0.688336172661556,NA
"4466",1995,12,"ROBBERS KNOB CREEK",NA,NA,NA,0.41545900740463,NA
"4467",1996,12,"ROBBERS KNOB CREEK",NA,NA,NA,0.154973827940401,NA
"4468",1997,12,"ROBBERS KNOB CREEK",NA,NA,NA,0.272777956656083,NA
"4469",1998,12,"ROBBERS KNOB CREEK",50,NA,NA,0.000583078137170725,NA
"4470",1999,12,"ROBBERS KNOB CREEK",NA,NA,NA,0.00581807086852831,NA
"4471",2000,12,"ROBBERS KNOB CREEK",NA,NA,NA,0.000108918915671366,NA
"4472",2001,12,"ROBBERS KNOB CREEK",NA,NA,NA,6.58172515066211e-05,NA
"4473",2002,12,"ROBBERS KNOB CREEK",NA,NA,NA,0.000110894640181671,NA
"4474",2003,12,"ROBBERS KNOB CREEK",NA,NA,NA,0,NA
"4475",2004,12,"ROBBERS KNOB CREEK",NA,NA,NA,8.1251212286391e-05,NA
"4476",2005,12,"ROBBERS KNOB CREEK",NA,NA,NA,0.00158566847902736,NA
"4477",2006,12,"ROBBERS KNOB CREEK",NA,NA,NA,5.56360213756606e-05,NA
"4478",2007,12,"ROBBERS KNOB CREEK",NA,NA,NA,0,NA
"4479",2008,12,"ROBBERS KNOB CREEK",NA,NA,NA,2.769197939731e-05,NA
"4480",2009,12,"ROBBERS KNOB CREEK",NA,NA,NA,5.19287752240718e-05,NA
"4481",2010,12,"ROBBERS KNOB CREEK",NA,NA,NA,0.00888074071042353,NA
"4482",2011,12,"ROBBERS KNOB CREEK",NA,NA,NA,0.0142797614832157,NA
"4483",2012,12,"ROBBERS KNOB CREEK",NA,NA,NA,7.68815624118097e-05,NA
"4484",2013,12,"ROBBERS KNOB CREEK",NA,NA,NA,0.0164482623776054,NA
"4485",2014,12,"ROBBERS KNOB CREEK",NA,NA,NA,0.0114891151557245,NA
"4486",2015,12,"ROBBERS KNOB CREEK",NA,NA,NA,0.0135595098287899,NA
"4487",2016,12,"ROBBERS KNOB CREEK",NA,NA,NA,0.00202795595384339,NA
"4488",2017,12,"ROBBERS KNOB CREEK",NA,NA,NA,0.00376400621171083,NA
"4489",1950,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4490",1951,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4491",1952,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4492",1953,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4493",1954,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4494",1955,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4495",1956,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4496",1957,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4497",1958,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4498",1959,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4499",1960,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4500",1961,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4501",1962,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4502",1963,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4503",1964,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4504",1965,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4505",1966,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4506",1967,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4507",1968,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4508",1969,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4509",1970,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4510",1971,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4511",1972,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4512",1973,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4513",1974,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4514",1975,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4515",1976,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4516",1977,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4517",1978,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4518",1979,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4519",1980,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4520",1981,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4521",1982,12,"SALLIE CREEK",NA,NA,NA,NA,NA
"4522",1983,12,"SALLIE CREEK",NA,NA,NA,0.866057834110302,NA
"4523",1984,12,"SALLIE CREEK",NA,NA,NA,0.775693911882616,NA
"4524",1985,12,"SALLIE CREEK",NA,NA,NA,0.804617873469269,NA
"4525",1986,12,"SALLIE CREEK",NA,NA,NA,0.736636297568,NA
"4526",1987,12,"SALLIE CREEK",NA,NA,NA,0.620278215303934,NA
"4527",1988,12,"SALLIE CREEK",NA,NA,NA,0.662968422357177,NA
"4528",1989,12,"SALLIE CREEK",NA,NA,NA,0.758563000132309,NA
"4529",1990,12,"SALLIE CREEK",NA,NA,NA,0.551771761004763,NA
"4530",1991,12,"SALLIE CREEK",NA,NA,NA,0.610236891943533,NA
"4531",1992,12,"SALLIE CREEK",NA,NA,NA,0.846200576578609,NA
"4532",1993,12,"SALLIE CREEK",NA,NA,NA,0.870616228783584,NA
"4533",1994,12,"SALLIE CREEK",NA,NA,NA,0.688336172661556,NA
"4534",1995,12,"SALLIE CREEK",NA,NA,NA,0.41545900740463,NA
"4535",1996,12,"SALLIE CREEK",NA,NA,NA,0.154973827940401,NA
"4536",1997,12,"SALLIE CREEK",NA,NA,NA,0.272777956656083,NA
"4537",1998,12,"SALLIE CREEK",NA,NA,NA,0.000583078137170725,NA
"4538",1999,12,"SALLIE CREEK",NA,NA,NA,0.00581807086852831,NA
"4539",2000,12,"SALLIE CREEK",NA,NA,NA,0.000108918915671366,NA
"4540",2001,12,"SALLIE CREEK",NA,NA,NA,6.58172515066211e-05,NA
"4541",2002,12,"SALLIE CREEK",NA,NA,NA,0.000110894640181671,NA
"4542",2003,12,"SALLIE CREEK",NA,NA,NA,0,NA
"4543",2004,12,"SALLIE CREEK",NA,NA,NA,8.1251212286391e-05,NA
"4544",2005,12,"SALLIE CREEK",NA,NA,NA,0.00158566847902736,NA
"4545",2006,12,"SALLIE CREEK",NA,NA,NA,5.56360213756606e-05,NA
"4546",2007,12,"SALLIE CREEK",NA,NA,NA,0,NA
"4547",2008,12,"SALLIE CREEK",NA,NA,NA,2.769197939731e-05,NA
"4548",2009,12,"SALLIE CREEK",NA,NA,NA,5.19287752240718e-05,NA
"4549",2010,12,"SALLIE CREEK",NA,NA,NA,0.00888074071042353,NA
"4550",2011,12,"SALLIE CREEK",NA,NA,NA,0.0142797614832157,NA
"4551",2012,12,"SALLIE CREEK",NA,NA,NA,7.68815624118097e-05,NA
"4552",2013,12,"SALLIE CREEK",NA,NA,NA,0.0164482623776054,NA
"4553",2014,12,"SALLIE CREEK",NA,NA,NA,0.0114891151557245,NA
"4554",2015,12,"SALLIE CREEK",NA,NA,NA,0.0135595098287899,NA
"4555",2016,12,"SALLIE CREEK",NA,NA,NA,0.00202795595384339,NA
"4556",2017,12,"SALLIE CREEK",NA,NA,NA,0.00376400621171083,NA
"4557",1950,12,"SCOTT COVE CREEK",NA,NA,NA,NA,NA
"4558",1951,12,"SCOTT COVE CREEK",NA,NA,NA,NA,NA
"4559",1952,12,"SCOTT COVE CREEK",NA,NA,NA,NA,NA
"4560",1953,12,"SCOTT COVE CREEK",1500,NA,NA,NA,NA
"4561",1954,12,"SCOTT COVE CREEK",1500,NA,NA,NA,NA
"4562",1955,12,"SCOTT COVE CREEK",750,NA,NA,NA,NA
"4563",1956,12,"SCOTT COVE CREEK",1500,NA,NA,NA,NA
"4564",1957,12,"SCOTT COVE CREEK",750,NA,NA,NA,NA
"4565",1958,12,"SCOTT COVE CREEK",750,NA,NA,NA,NA
"4566",1959,12,"SCOTT COVE CREEK",1500,NA,NA,NA,NA
"4567",1960,12,"SCOTT COVE CREEK",400,NA,NA,NA,NA
"4568",1961,12,"SCOTT COVE CREEK",750,NA,NA,NA,NA
"4569",1962,12,"SCOTT COVE CREEK",400,NA,NA,NA,NA
"4570",1963,12,"SCOTT COVE CREEK",400,NA,NA,NA,NA
"4571",1964,12,"SCOTT COVE CREEK",750,NA,NA,NA,NA
"4572",1965,12,"SCOTT COVE CREEK",200,NA,NA,NA,NA
"4573",1966,12,"SCOTT COVE CREEK",200,NA,NA,NA,NA
"4574",1967,12,"SCOTT COVE CREEK",75,NA,NA,NA,NA
"4575",1968,12,"SCOTT COVE CREEK",75,NA,NA,NA,NA
"4576",1969,12,"SCOTT COVE CREEK",NA,NA,NA,NA,NA
"4577",1970,12,"SCOTT COVE CREEK",NA,NA,NA,NA,NA
"4578",1971,12,"SCOTT COVE CREEK",400,NA,NA,NA,NA
"4579",1972,12,"SCOTT COVE CREEK",750,NA,NA,NA,NA
"4580",1973,12,"SCOTT COVE CREEK",400,NA,NA,NA,NA
"4581",1974,12,"SCOTT COVE CREEK",300,NA,NA,NA,NA
"4582",1975,12,"SCOTT COVE CREEK",350,NA,NA,NA,NA
"4583",1976,12,"SCOTT COVE CREEK",300,NA,NA,NA,NA
"4584",1977,12,"SCOTT COVE CREEK",200,NA,NA,NA,NA
"4585",1978,12,"SCOTT COVE CREEK",225,NA,NA,NA,NA
"4586",1979,12,"SCOTT COVE CREEK",350,NA,NA,NA,NA
"4587",1980,12,"SCOTT COVE CREEK",200,NA,NA,NA,NA
"4588",1981,12,"SCOTT COVE CREEK",150,NA,NA,NA,NA
"4589",1982,12,"SCOTT COVE CREEK",NA,NA,NA,NA,NA
"4590",1983,12,"SCOTT COVE CREEK",500,NA,NA,0.866057834110302,NA
"4591",1984,12,"SCOTT COVE CREEK",750,NA,NA,0.775693911882616,NA
"4592",1985,12,"SCOTT COVE CREEK",850,NA,NA,0.804617873469269,NA
"4593",1986,12,"SCOTT COVE CREEK",2000,NA,NA,0.736636297568,NA
"4594",1987,12,"SCOTT COVE CREEK",3000,NA,NA,0.620278215303934,NA
"4595",1988,12,"SCOTT COVE CREEK",1500,NA,NA,0.662968422357177,NA
"4596",1989,12,"SCOTT COVE CREEK",5500,NA,NA,0.758563000132309,NA
"4597",1990,12,"SCOTT COVE CREEK",NA,NA,NA,0.551771761004763,NA
"4598",1991,12,"SCOTT COVE CREEK",5000,NA,NA,0.610236891943533,NA
"4599",1992,12,"SCOTT COVE CREEK",1800,NA,NA,0.846200576578609,NA
"4600",1993,12,"SCOTT COVE CREEK",1000,NA,NA,0.870616228783584,NA
"4601",1994,12,"SCOTT COVE CREEK",2500,NA,NA,0.688336172661556,NA
"4602",1995,12,"SCOTT COVE CREEK",5000,NA,NA,0.41545900740463,NA
"4603",1996,12,"SCOTT COVE CREEK",3000,NA,NA,0.154973827940401,NA
"4604",1997,12,"SCOTT COVE CREEK",200,NA,1563.43462736182,0.272777956656083,2.0563229977468
"4605",1998,12,"SCOTT COVE CREEK",6400,NA,1250.69378903366,0.000583078137170725,-1.63259956179735
"4606",1999,12,"SCOTT COVE CREEK",3800,NA,1250.75017329642,0.00581807086852831,-1.11125755679217
"4607",2000,12,"SCOTT COVE CREEK",1500,1563.43462736182,205.308716621484,0.000108918915671366,-1.98870560599555
"4608",2001,12,"SCOTT COVE CREEK",1200,1250.69378903366,3619.77214552686,6.58172515066211e-05,1.10408952383809
"4609",2002,12,"SCOTT COVE CREEK",1200,1250.75017329642,100.207814116676,0.000110894640181671,-2.48283066496964
"4610",2003,12,"SCOTT COVE CREEK",197,205.308716621484,293.910047860113,0,0.400070032126008
"4611",2004,12,"SCOTT COVE CREEK",3473,3619.77214552686,145.904671710699,8.1251212286391e-05,-3.169820577778
"4612",2005,12,"SCOTT COVE CREEK",96,100.207814116676,38.5615882273914,0.00158566847902736,-0.912091534104018
"4613",2006,12,"SCOTT COVE CREEK",282,293.910047860113,421.061060693193,5.56360213756606e-05,0.400870789503373
"4614",2007,12,"SCOTT COVE CREEK",140,145.904671710699,765.50252230944,0,1.69889008746594
"4615",2008,12,"SCOTT COVE CREEK",37,38.5615882273914,450.398657898275,2.769197939731e-05,2.49921518437725
"4616",2009,12,"SCOTT COVE CREEK",404,421.061060693193,680.593400991796,5.19287752240718e-05,0.521550188189998
"4617",2010,12,"SCOTT COVE CREEK",728,765.50252230944,1652.98362166278,0.00888074071042353,0.820036141325271
"4618",2011,12,"SCOTT COVE CREEK",426,450.398657898275,1221.92103803649,0.0142797614832157,1.05374017438299
"4619",2012,12,"SCOTT COVE CREEK",653,680.593400991796,1554.11425672801,7.68815624118097e-05,0.867083923226383
"4620",2013,12,"SCOTT COVE CREEK",1560,1652.98362166278,469.932303940927,0.0164482623776054,-1.19985245008164
"4621",2014,12,"SCOTT COVE CREEK",1159,1221.92103803649,774.124215971246,0.0114891151557245,-0.403580496875521
"4622",2015,12,"SCOTT COVE CREEK",1471,1554.11425672801,NA,0.0135595098287899,NA
"4623",2016,12,"SCOTT COVE CREEK",450,469.932303940927,NA,0.00202795595384339,NA
"4624",2017,12,"SCOTT COVE CREEK",740,774.124215971246,NA,0.00376400621171083,NA
"4625",1950,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4626",1951,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4627",1952,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4628",1953,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4629",1954,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4630",1955,12,"SHELTER BAY CREEK",25,NA,NA,NA,NA
"4631",1956,12,"SHELTER BAY CREEK",25,NA,NA,NA,NA
"4632",1957,12,"SHELTER BAY CREEK",25,NA,NA,NA,NA
"4633",1958,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4634",1959,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4635",1960,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4636",1961,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4637",1962,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4638",1963,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4639",1964,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4640",1965,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4641",1966,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4642",1967,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4643",1968,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4644",1969,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4645",1970,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4646",1971,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4647",1972,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4648",1973,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4649",1974,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4650",1975,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4651",1976,12,"SHELTER BAY CREEK",75,NA,NA,NA,NA
"4652",1977,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4653",1978,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4654",1979,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4655",1980,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4656",1981,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4657",1982,12,"SHELTER BAY CREEK",NA,NA,NA,NA,NA
"4658",1983,12,"SHELTER BAY CREEK",NA,NA,NA,0.866057834110302,NA
"4659",1984,12,"SHELTER BAY CREEK",NA,NA,NA,0.775693911882616,NA
"4660",1985,12,"SHELTER BAY CREEK",NA,NA,NA,0.804617873469269,NA
"4661",1986,12,"SHELTER BAY CREEK",NA,NA,NA,0.736636297568,NA
"4662",1987,12,"SHELTER BAY CREEK",NA,NA,NA,0.620278215303934,NA
"4663",1988,12,"SHELTER BAY CREEK",NA,NA,NA,0.662968422357177,NA
"4664",1989,12,"SHELTER BAY CREEK",NA,NA,NA,0.758563000132309,NA
"4665",1990,12,"SHELTER BAY CREEK",NA,NA,NA,0.551771761004763,NA
"4666",1991,12,"SHELTER BAY CREEK",NA,NA,NA,0.610236891943533,NA
"4667",1992,12,"SHELTER BAY CREEK",NA,NA,NA,0.846200576578609,NA
"4668",1993,12,"SHELTER BAY CREEK",NA,NA,NA,0.870616228783584,NA
"4669",1994,12,"SHELTER BAY CREEK",NA,NA,NA,0.688336172661556,NA
"4670",1995,12,"SHELTER BAY CREEK",230,NA,NA,0.41545900740463,NA
"4671",1996,12,"SHELTER BAY CREEK",30,NA,NA,0.154973827940401,NA
"4672",1997,12,"SHELTER BAY CREEK",70,NA,51.0721978271529,0.272777956656083,-0.315254966734199
"4673",1998,12,"SHELTER BAY CREEK",NA,NA,NA,0.000583078137170725,NA
"4674",1999,12,"SHELTER BAY CREEK",NA,NA,NA,0.00581807086852831,NA
"4675",2000,12,"SHELTER BAY CREEK",49,51.0721978271529,NA,0.000108918915671366,NA
"4676",2001,12,"SHELTER BAY CREEK",NA,NA,NA,6.58172515066211e-05,NA
"4677",2002,12,"SHELTER BAY CREEK",NA,NA,NA,0.000110894640181671,NA
"4678",2003,12,"SHELTER BAY CREEK",NA,NA,NA,0,NA
"4679",2004,12,"SHELTER BAY CREEK",NA,NA,NA,8.1251212286391e-05,NA
"4680",2005,12,"SHELTER BAY CREEK",NA,NA,NA,0.00158566847902736,NA
"4681",2006,12,"SHELTER BAY CREEK",NA,NA,NA,5.56360213756606e-05,NA
"4682",2007,12,"SHELTER BAY CREEK",NA,NA,NA,0,NA
"4683",2008,12,"SHELTER BAY CREEK",NA,NA,NA,2.769197939731e-05,NA
"4684",2009,12,"SHELTER BAY CREEK",NA,NA,NA,5.19287752240718e-05,NA
"4685",2010,12,"SHELTER BAY CREEK",NA,NA,NA,0.00888074071042353,NA
"4686",2011,12,"SHELTER BAY CREEK",NA,NA,NA,0.0142797614832157,NA
"4687",2012,12,"SHELTER BAY CREEK",NA,NA,NA,7.68815624118097e-05,NA
"4688",2013,12,"SHELTER BAY CREEK",NA,NA,NA,0.0164482623776054,NA
"4689",2014,12,"SHELTER BAY CREEK",NA,NA,NA,0.0114891151557245,NA
"4690",2015,12,"SHELTER BAY CREEK",NA,NA,NA,0.0135595098287899,NA
"4691",2016,12,"SHELTER BAY CREEK",NA,NA,NA,0.00202795595384339,NA
"4692",2017,12,"SHELTER BAY CREEK",NA,NA,NA,0.00376400621171083,NA
"4693",1950,12,"SHOAL CREEK",NA,NA,NA,NA,NA
"4694",1951,12,"SHOAL CREEK",NA,NA,NA,NA,NA
"4695",1952,12,"SHOAL CREEK",NA,NA,NA,NA,NA
"4696",1953,12,"SHOAL CREEK",25,NA,NA,NA,NA
"4697",1954,12,"SHOAL CREEK",25,NA,NA,NA,NA
"4698",1955,12,"SHOAL CREEK",25,NA,NA,NA,NA
"4699",1956,12,"SHOAL CREEK",25,NA,NA,NA,NA
"4700",1957,12,"SHOAL CREEK",NA,NA,NA,NA,NA
"4701",1958,12,"SHOAL CREEK",25,NA,NA,NA,NA
"4702",1959,12,"SHOAL CREEK",25,NA,NA,NA,NA
"4703",1960,12,"SHOAL CREEK",NA,NA,NA,NA,NA
"4704",1961,12,"SHOAL CREEK",NA,NA,NA,NA,NA
"4705",1962,12,"SHOAL CREEK",NA,NA,NA,NA,NA
"4706",1963,12,"SHOAL CREEK",NA,NA,NA,NA,NA
"4707",1964,12,"SHOAL CREEK",200,NA,NA,NA,NA
"4708",1965,12,"SHOAL CREEK",NA,NA,NA,NA,NA
"4709",1966,12,"SHOAL CREEK",75,NA,NA,NA,NA
"4710",1967,12,"SHOAL CREEK",NA,NA,NA,NA,NA
"4711",1968,12,"SHOAL CREEK",NA,NA,NA,NA,NA
"4712",1969,12,"SHOAL CREEK",NA,NA,NA,NA,NA
"4713",1970,12,"SHOAL CREEK",NA,NA,NA,NA,NA
"4714",1971,12,"SHOAL CREEK",NA,NA,NA,NA,NA
"4715",1972,12,"SHOAL CREEK",NA,NA,NA,NA,NA
"4716",1973,12,"SHOAL CREEK",NA,NA,NA,NA,NA
"4717",1974,12,"SHOAL CREEK",NA,NA,NA,NA,NA
"4718",1975,12,"SHOAL CREEK",NA,NA,NA,NA,NA
"4719",1976,12,"SHOAL CREEK",NA,NA,NA,NA,NA
"4720",1977,12,"SHOAL CREEK",NA,NA,NA,NA,NA
"4721",1978,12,"SHOAL CREEK",NA,NA,NA,NA,NA
"4722",1979,12,"SHOAL CREEK",NA,NA,NA,NA,NA
"4723",1980,12,"SHOAL CREEK",NA,NA,NA,NA,NA
"4724",1981,12,"SHOAL CREEK",NA,NA,NA,NA,NA
"4725",1982,12,"SHOAL CREEK",NA,NA,NA,NA,NA
"4726",1983,12,"SHOAL CREEK",NA,NA,NA,0.866057834110302,NA
"4727",1984,12,"SHOAL CREEK",NA,NA,NA,0.775693911882616,NA
"4728",1985,12,"SHOAL CREEK",NA,NA,NA,0.804617873469269,NA
"4729",1986,12,"SHOAL CREEK",NA,NA,NA,0.736636297568,NA
"4730",1987,12,"SHOAL CREEK",NA,NA,NA,0.620278215303934,NA
"4731",1988,12,"SHOAL CREEK",NA,NA,NA,0.662968422357177,NA
"4732",1989,12,"SHOAL CREEK",NA,NA,NA,0.758563000132309,NA
"4733",1990,12,"SHOAL CREEK",NA,NA,NA,0.551771761004763,NA
"4734",1991,12,"SHOAL CREEK",NA,NA,NA,0.610236891943533,NA
"4735",1992,12,"SHOAL CREEK",NA,NA,NA,0.846200576578609,NA
"4736",1993,12,"SHOAL CREEK",NA,NA,NA,0.870616228783584,NA
"4737",1994,12,"SHOAL CREEK",NA,NA,NA,0.688336172661556,NA
"4738",1995,12,"SHOAL CREEK",NA,NA,NA,0.41545900740463,NA
"4739",1996,12,"SHOAL CREEK",NA,NA,NA,0.154973827940401,NA
"4740",1997,12,"SHOAL CREEK",NA,NA,5.21144875787275,0.272777956656083,NA
"4741",1998,12,"SHOAL CREEK",NA,NA,NA,0.000583078137170725,NA
"4742",1999,12,"SHOAL CREEK",NA,NA,NA,0.00581807086852831,NA
"4743",2000,12,"SHOAL CREEK",5,5.21144875787275,NA,0.000108918915671366,NA
"4744",2001,12,"SHOAL CREEK",NA,NA,NA,6.58172515066211e-05,NA
"4745",2002,12,"SHOAL CREEK",NA,NA,NA,0.000110894640181671,NA
"4746",2003,12,"SHOAL CREEK",NA,NA,NA,0,NA
"4747",2004,12,"SHOAL CREEK",NA,NA,NA,8.1251212286391e-05,NA
"4748",2005,12,"SHOAL CREEK",NA,NA,NA,0.00158566847902736,NA
"4749",2006,12,"SHOAL CREEK",NA,NA,NA,5.56360213756606e-05,NA
"4750",2007,12,"SHOAL CREEK",NA,NA,NA,0,NA
"4751",2008,12,"SHOAL CREEK",NA,NA,NA,2.769197939731e-05,NA
"4752",2009,12,"SHOAL CREEK",NA,NA,NA,5.19287752240718e-05,NA
"4753",2010,12,"SHOAL CREEK",NA,NA,NA,0.00888074071042353,NA
"4754",2011,12,"SHOAL CREEK",NA,NA,NA,0.0142797614832157,NA
"4755",2012,12,"SHOAL CREEK",NA,NA,NA,7.68815624118097e-05,NA
"4756",2013,12,"SHOAL CREEK",NA,NA,NA,0.0164482623776054,NA
"4757",2014,12,"SHOAL CREEK",NA,NA,NA,0.0114891151557245,NA
"4758",2015,12,"SHOAL CREEK",NA,NA,NA,0.0135595098287899,NA
"4759",2016,12,"SHOAL CREEK",NA,NA,NA,0.00202795595384339,NA
"4760",2017,12,"SHOAL CREEK",NA,NA,NA,0.00376400621171083,NA
"4761",1950,12,"SHOAL HARBOUR CREEK",NA,NA,NA,NA,NA
"4762",1951,12,"SHOAL HARBOUR CREEK",NA,NA,NA,NA,NA
"4763",1952,12,"SHOAL HARBOUR CREEK",NA,NA,NA,NA,NA
"4764",1953,12,"SHOAL HARBOUR CREEK",1500,NA,NA,NA,NA
"4765",1954,12,"SHOAL HARBOUR CREEK",3500,NA,NA,NA,NA
"4766",1955,12,"SHOAL HARBOUR CREEK",3500,NA,NA,NA,NA
"4767",1956,12,"SHOAL HARBOUR CREEK",1500,NA,NA,NA,NA
"4768",1957,12,"SHOAL HARBOUR CREEK",750,NA,NA,NA,NA
"4769",1958,12,"SHOAL HARBOUR CREEK",400,NA,NA,NA,NA
"4770",1959,12,"SHOAL HARBOUR CREEK",750,NA,NA,NA,NA
"4771",1960,12,"SHOAL HARBOUR CREEK",400,NA,NA,NA,NA
"4772",1961,12,"SHOAL HARBOUR CREEK",400,NA,NA,NA,NA
"4773",1962,12,"SHOAL HARBOUR CREEK",NA,NA,NA,NA,NA
"4774",1963,12,"SHOAL HARBOUR CREEK",NA,NA,NA,NA,NA
"4775",1964,12,"SHOAL HARBOUR CREEK",200,NA,NA,NA,NA
"4776",1965,12,"SHOAL HARBOUR CREEK",NA,NA,NA,NA,NA
"4777",1966,12,"SHOAL HARBOUR CREEK",25,NA,NA,NA,NA
"4778",1967,12,"SHOAL HARBOUR CREEK",75,NA,NA,NA,NA
"4779",1968,12,"SHOAL HARBOUR CREEK",75,NA,NA,NA,NA
"4780",1969,12,"SHOAL HARBOUR CREEK",25,NA,NA,NA,NA
"4781",1970,12,"SHOAL HARBOUR CREEK",25,NA,NA,NA,NA
"4782",1971,12,"SHOAL HARBOUR CREEK",NA,NA,NA,NA,NA
"4783",1972,12,"SHOAL HARBOUR CREEK",200,NA,69,NA,-1.06421086195078
"4784",1973,12,"SHOAL HARBOUR CREEK",100,NA,2500,NA,3.2188758248682
"4785",1974,12,"SHOAL HARBOUR CREEK",75,NA,341,NA,1.51439436374721
"4786",1975,12,"SHOAL HARBOUR CREEK",25,69,104,NA,1.42551507427317
"4787",1976,12,"SHOAL HARBOUR CREEK",200,2500,714,NA,1.27256559579155
"4788",1977,12,"SHOAL HARBOUR CREEK",75,341,1000,NA,2.59026716544583
"4789",1978,12,"SHOAL HARBOUR CREEK",25,104,370,NA,2.69462718077007
