,ANALYSIS_YR,AREA,WATERBODY,SPECIES,POPULATION,POP_ID,ESTIMATE_CLASSIFICATION,ESTIMATE_METHOD,MAX_ESTIMATE,GFE_ID,RUN_TYPE
9417,1959,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,1500,1106,1
12306,1959,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,7500,1106,1
12340,1959,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,75,1106,1
13649,1959,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,3500,1106,1
2051,1960,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,7500,1106,1
5463,1960,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,750,1106,1
6619,1960,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,750,1106,1
13861,1960,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,7500,1106,1
3491,1961,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,400,1106,1
6553,1961,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,7500,1106,1
10206,1961,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,15000,1106,1
15141,1961,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,750,1106,1
1013,1962,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,75000,1106,1
2138,1962,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,7500,1106,1
9183,1962,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,7500,1106,1
10758,1962,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,1500,1106,1
4423,1963,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,3500,1106,1
7116,1963,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,1500,1106,1
16220,1963,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,750,1106,1
17432,1963,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,1500,1106,1
2601,1964,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,3500,1106,1
6573,1964,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,35000,1106,1
9741,1964,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,7500,1106,1
15975,1964,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,7500,1106,1
1276,1965,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,3500,1106,1
4993,1965,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,7500,1106,1
5535,1965,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,1500,1106,1
6290,1965,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,3500,1106,1
2125,1966,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,3500,1106,1
3710,1966,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,3500,1106,1
13084,1966,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,1500,1106,1
15277,1966,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,150000,1106,1
3529,1967,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,25,1106,1
9445,1967,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,400,1106,1
10514,1967,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,200,1106,1
11084,1967,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,1500,1106,1
1717,1968,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,7500,1106,1
3446,1968,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,200,1106,1
4989,1968,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,125000,1106,1
15625,1968,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,7500,1106,1
1693,1969,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,1500,1106,1
2941,1969,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,750,1106,1
13712,1969,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,25,1106,1
16469,1969,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,750,1106,1
713,1970,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,3500,1106,1
858,1970,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,400,1106,1
14483,1970,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,75000,1106,1
14514,1970,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,750,1106,1
2262,1971,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,750,1106,1
13065,1971,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,750,1106,1
13588,1971,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,75,1106,1
15953,1971,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,1500,1106,1
2014,1972,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,2500,1106,1
2682,1972,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,400,1106,1
9999,1972,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,16000,1106,1
10198,1972,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,700,1106,1
1716,1973,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,1600,1106,1
3772,1973,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,1500,1106,1
9723,1973,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,600,1106,1
13646,1973,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,1000,1106,1
7477,1974,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,300,1106,1
8273,1974,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,66000,1106,1
9460,1974,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,400,1106,1
12006,1974,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,1200,1106,1
6272,1975,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,100,1106,1
7523,1975,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,80,1106,1
8325,1975,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,700,1106,1
14193,1975,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,300,1106,1
9695,1976,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,1200,1106,1
11161,1976,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,3600,1106,1
11189,1976,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,50,1106,1
14147,1976,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,74000,1106,1
4643,1977,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,15,1106,1
5251,1977,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,50,1106,1
7511,1977,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,1200,1106,1
9690,1977,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Not Applicable,NA,1106,1
2640,1978,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,65,1106,1
3257,1978,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,450,1106,1
8556,1978,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,1500,1106,1
15055,1978,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,36000,1106,1
15882,1979,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,262,1106,1
9514,1980,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,250,1106,1
11315,1980,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,10000,1106,1
4045,1981,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Not Applicable,NA,1106,1
6590,1981,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Not Applicable,NA,1106,1
10847,1981,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,750,1106,1
15037,1981,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Not Applicable,NA,1106,1
4916,1982,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,500,1106,1
9390,1982,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,200,1106,1
1161,1983,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,200,1106,1
1720,1983,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,100,1106,1
4903,1983,12,QUATSE RIVER,Chinook,Quatse River (Alert Bay) Chinook Run 1,52573,UNKNOWN,Unknown Estimate Method,2,1106,1
12207,1983,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,500,1106,1
16839,1983,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,400,1106,1
9709,1984,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,500,1106,1
11677,1984,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,325,1106,1
11781,1984,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,300,1106,1
17051,1984,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,13500,1106,1
7496,1985,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,300,1106,1
15624,1985,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,500,1106,1
15968,1985,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,500,1106,1
16581,1985,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,150,1106,1
281,1986,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,800,1106,1
10842,1986,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,400,1106,1
17394,1986,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,35000,1106,1
1153,1987,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,500,1106,1
1407,1987,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,2000,1106,1
11744,1987,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,75,1106,1
14839,1987,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,100,1106,1
73,1988,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,12000,1106,1
1811,1988,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,200,1106,1
7333,1988,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,100,1106,1
18019,1988,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,200,1106,1
1456,1989,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,154,1106,1
5738,1989,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,750,1106,1
10874,1989,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,100,1106,1
12872,1989,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,112,1106,1
101,1990,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,600,1106,1
2631,1990,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,150,1106,1
2864,1990,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,200,1106,1
11028,1990,12,QUATSE RIVER,Chinook,Quatse River (Alert Bay) Chinook Run 1,52573,UNKNOWN,Not Applicable,NA,1106,1
13917,1990,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,32000,1106,1
3857,1991,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,2000,1106,1
5413,1991,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,500,1106,1
12604,1991,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,200,1106,1
13710,1991,12,QUATSE RIVER,Chinook,Quatse River (Alert Bay) Chinook Run 1,52573,UNKNOWN,Not Applicable,NA,1106,1
17364,1991,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,2000,1106,1
2969,1992,12,QUATSE RIVER,Chinook,Quatse River (Alert Bay) Chinook Run 1,52573,UNKNOWN,Not Applicable,NA,1106,1
5139,1992,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,500,1106,1
14151,1992,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,5000,1106,1
16001,1992,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,700,1106,1
16712,1992,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,150,1106,1
1698,1993,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,1000,1106,1
10353,1993,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,200,1106,1
12076,1993,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,500,1106,1
15889,1993,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,500,1106,1
5542,1994,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,2000,1106,1
7109,1994,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,340,1106,1
7957,1994,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,200,1106,1
11468,1994,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,25,1106,1
13924,1994,12,QUATSE RIVER,Chinook,Quatse River (Alert Bay) Chinook Run 1,52573,UNKNOWN,Unknown Estimate Method,25,1106,1
1032,1995,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,500,1106,1
2451,1995,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,150,1106,1
10926,1995,12,QUATSE RIVER,Chinook,Quatse River (Alert Bay) Chinook Run 1,52573,UNKNOWN,Unknown Estimate Method,50,1106,1
11519,1995,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,1000,1106,1
17176,1995,12,QUATSE RIVER,Atlantic,Quatse River (Alert Bay) Atlantic,2877,UNKNOWN,Not Applicable,NA,1106,FALL
18074,1995,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Not Applicable,NA,1106,1
5592,1996,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,700,1106,1
6673,1996,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,200,1106,1
7255,1996,12,QUATSE RIVER,Chinook,Quatse River (Alert Bay) Chinook Run 1,52573,UNKNOWN,Unknown Estimate Method,50,1106,1
8145,1996,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,50,1106,1
10651,1996,12,QUATSE RIVER,Atlantic,Quatse River (Alert Bay) Atlantic,2877,UNKNOWN,Not Applicable,NA,1106,FALL
17774,1996,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,3000,1106,1
4220,1997,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,200,1106,1
9277,1997,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Unknown Estimate Method,100,1106,1
11553,1997,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,600,1106,1
15779,1997,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,1150,1106,1
16623,1997,12,QUATSE RIVER,Chinook,Quatse River (Alert Bay) Chinook Run 1,52573,UNKNOWN,Unknown Estimate Method,8,1106,1
17491,1997,12,QUATSE RIVER,Atlantic,Quatse River (Alert Bay) Atlantic,2877,UNKNOWN,Unknown Estimate Method,10,1106,FALL
3290,1998,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Not Applicable,NA,1106,1
5580,1998,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,RELATIVE: CONSTANT MULTI-YEAR METHODS,Unknown Estimate Method,3000,1106,1
8130,1998,12,QUATSE RIVER,Chinook,Quatse River (Alert Bay) Chinook Run 1,52573,UNKNOWN,Unknown Estimate Method,37,1106,1
9278,1998,12,QUATSE RIVER,Atlantic,Quatse River (Alert Bay) Atlantic,2877,UNKNOWN,Not Applicable,NA,1106,FALL
10941,1998,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,RELATIVE: CONSTANT MULTI-YEAR METHODS,Unknown Estimate Method,300,1106,1
15458,1998,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,RELATIVE: CONSTANT MULTI-YEAR METHODS,Unknown Estimate Method,7215,1106,1
497,1999,12,QUATSE RIVER,Atlantic,Quatse River (Alert Bay) Atlantic,2877,UNKNOWN,Not Applicable,NA,1106,FALL
1606,1999,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,UNKNOWN,Unknown Estimate Method,500,1106,1
4217,1999,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,UNKNOWN,Unknown Estimate Method,1000,1106,1
4516,1999,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,UNKNOWN,Unknown Estimate Method,150,1106,1
13210,1999,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,UNKNOWN,Not Applicable,NA,1106,1
16906,1999,12,QUATSE RIVER,Chinook,Quatse River (Alert Bay) Chinook Run 1,52573,UNKNOWN,Unknown Estimate Method,50,1106,1
5847,2000,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,PRESENCE-ABSENCE (TYPE-6),Unknown Estimate Method,NA,1106,1
9008,2000,12,QUATSE RIVER,Atlantic,Quatse River (Alert Bay) Atlantic,2877,PRESENCE-ABSENCE (TYPE-6),Not Applicable,NA,1106,FALL
9273,2000,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,PRESENCE-ABSENCE (TYPE-6),Not Applicable,NA,1106,1
10666,2000,12,QUATSE RIVER,Chinook,Quatse River (Alert Bay) Chinook Run 1,52573,PRESENCE-ABSENCE (TYPE-6),Unknown Estimate Method,NA,1106,1
14341,2000,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,PRESENCE-ABSENCE (TYPE-6),Not Applicable,NA,1106,1
15205,2000,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,PRESENCE-ABSENCE (TYPE-6),Not Applicable,NA,1106,1
742,2001,12,QUATSE RIVER,Pink,Quatse River (Alert Bay) Pink Run 1,52569,RELATIVE ABUNDANCE (TYPE-5),Expert Opinion,3680,1106,1
3914,2001,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,PRESENCE-ABSENCE (TYPE-6),Expert Opinion,NA,1106,1
4766,2001,12,QUATSE RIVER,Chinook,Quatse River (Alert Bay) Chinook Run 1,52573,RELATIVE ABUNDANCE (TYPE-5),Expert Opinion,20,1106,1
8720,2001,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,RELATIVE ABUNDANCE (TYPE-5),Expert Opinion,87,1106,1
16608,2001,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,RELATIVE ABUNDANCE (TYPE-5),Expert Opinion,1555,1106,1
727,2002,12,QUATSE RIVER,Coho,Quatse River (Alert Bay) Coho Run 1,52567,RELATIVE ABUNDANCE (TYPE-5),Expert Opinion,1814,1106,1
2427,2002,12,QUATSE RIVER,Chinook,Quatse River (Alert Bay) Chinook Run 1,52573,RELATIVE ABUNDANCE (TYPE-5),Expert Opinion,3,1106,1
3897,2002,12,QUATSE RIVER,Chum,Quatse River (Alert Bay) Chum Run 1,52571,RELATIVE ABUNDANCE (TYPE-5),Expert Opinion,604,1106,1
14610,2002,12,QUATSE RIVER,Sockeye,Quatse River (Alert Bay) Sockeye Run 1,52565,PRESENCE-ABSENCE (TYPE-6),Insufficient Information,NA,1106,1
